question,path,score,relation_type
一名70岁男性患者出现头痛、嗜睡和癫痫发作症状，经MRI平扫及增强扫描发现颅内多发病灶，并经过放射治疗后病灶明显缩小，结合这些信息，最可能的诊断是什么？,脑转移癌->症状->颅内多发病灶,0.78,症状
一位28岁男性患者从高处坠落导致左下肢肿痛3天，伴随以下症状：左足皮温低、感觉减退、足背动脉搏动未触及、足趾冰凉、甲床青紫色；X线片显示左胫腓骨中断粉碎性骨折。请问应采取什么处理方案？,急性骨筋膜室综合征->并发症->肢体坏死,0.22,并发症
这名20岁女性患者自幼牙齿磨耗，牙冠微黄色，严重的釉质缺损，牙本质暴露且无明显反应，并有家族史，其症状最可能指向哪种牙齿疾病？,牙本质发育不全->忌吃->坚硬粗糙食物,0.07,忌吃
患者出现经前吐血、衄血且出血量较多、色鲜红，伴有月经提前、量少，心烦易怒、两胁胀痛等症状。舌象为舌红、苔黄，脉象为弦数。针对上述症状，治疗应首选的方剂是什么？,肝火亢盛->治疗方法->清肝泻火,0.83,治疗方法
患者血氧检查显示PaO2 50mmHg，动脉血氧含量15ml/dl，动-静脉血氧含量差4ml/dl。缺氧类型是什么？,缺氧->诊断检查->血液分析,0.58,诊断检查
针对一名25岁的男性患者，他在额头、面部、胸部和背部反复出现红色丘疹、脓疱、囊肿和结节已有10年，并留有紫红色瘢痕，请描述一种不适合用于治疗此患者的药物或方法，并说明原因。,囊肿性痤疮->症状->糖皮质激素,0.21,症状
对于患有慢性肺心病的65岁男性患者石某，他因感冒出现气急、咳嗽、痰不易咳出等症状，同时伴有口唇发绀及下肢水肿，体温38.9℃，脉搏110次/min，呼吸24次/min，情绪不稳，对疾病缺乏正确认识。在这种情况下，建议对患者采取何种吸氧方案？,慢性肺心病急性加重->症状->口唇发绀,0.53,症状
对于一名出现拒食、呕吐、嗜睡、面色青灰、前囟紧张和脐部有脓性分泌物的2个月女婴，最关键的诊断检查应该是什么？,脑膜炎->诊断检查->脑脊液分析,0.92,诊断检查
对于一名25岁的男性患者，患有发作性意识丧失伴随四肢抽搐达8年。2天前患者自行调整了治疗药物，次日又出现频繁发作并伴有意识不清的情况。在这种情况下，医护人员应该立即采取什么处理措施？,癫痫持续状态->治疗方法->静脉注射苯二氮䓬类药物,0.85,治疗方法
患者在急性淋巴细胞白血病化疗完全缓解后的缓解期，出现了头痛、恶心、呕吐和手足抽搐的症状。这些症状表明患者最可能发生了什么情况？,急性淋巴细胞白血病->症状->手足抽搐,0.45,症状
在55岁诊断为冠心病的男性患者，经过近2周治疗后出现心悸，脉律不齐，心电图示窦性心律，每分钟78次，频发房性早搏和短阵房速的情况下，哪一种药物不适用于治疗这种心律失常？,冠心病->常用药品->利多卡因,0.05,常用药品
一名19岁的男性患者，因不明原因贫血，试服铁剂治疗5天后复查血象，发现网织红细胞上升达到5%，但血红蛋白未见增加，显微镜检查发现红细胞大小不等，中心淡染区扩大。结合这些临床表现，这种贫血最有可能是什么类型的贫血？,缺铁性贫血->症状->贫血,0.79,症状
根据一名4岁女孩的临床表现：面色苍白持续6个月并加重1个月，低热及皮肤瘀点持续3周，补血药物无效治疗史，以及结合血常规和骨髓检查结果，最可能的诊断是什么？,MDS->治疗方法->造血干细胞移植,0.07,治疗方法
针对一位患有类风湿关节炎的23岁女性，她在左上眼睑和右眼巩膜上分别出现褐色斑点和蓝色斑块。结合她的病情历史和症状，最合适的诊断是什么？,类风湿关节炎->并发症->色素沉着,0.58,并发症
一名52岁的男性患者，近2个月来出现排便次数增多、肛门坠胀感、排便不尽感、粪便变细，并常有粘液血便，体重下降。直肠指诊发现肿块，病理检查证实为直肠腺癌，肿瘤下缘距肛门约10厘米，肿块直径约4厘米。针对这种情况，最佳的手术方式是什么？,直肠腺癌->治疗方法->直肠低位前切除术,0.88,治疗方法
一名7岁的患儿，2周前得过猩红热，最近两天出现眼睑水肿，血压为16.0/10.7kPa(120/80mmHg)，尿常规显示蛋白++，红细胞5~8个/HP，目前水肿明显且尿量200ml/日。在护理过程中，应特别警惕发生哪种严重并发症？,急性肾小球肾炎->治疗方法->抗生素,0.15,治疗方法
一名42岁的男性患者，突然出现阵发性腹痛，伴有腹胀和呕吐2天，体温38.5℃，脉搏93次/分，血压100/60mmHg。腹部饱胀并胀气，右下腹部有压痛，肠鸣音亢进。腹部X线平片检查显示小肠高度胀气、扩张，并有多个液气平面。请根据以上症状和检查结果，诊断该患者可能的疾病类型。,呕吐 -> 可能患有疾病 -> 急性胃肠炎,0.39,可能患有疾病
根据以下信息，患者可诊断为何种类型的高脂血症：患者女性，39岁，有皮肤黄色斑块10年，伴随胸闷2年和反复发作的胸痛1年。心电图显示心肌缺血，血压138/90mmHg，心率74次/分，节律齐，无心脏杂音。她的双侧上眼睑有扁平黄色瘤，手指和足跟肌腱处见结节状黄色瘤，两眼有明显的角膜弓。血脂测定结果为：TC 12.3mmol/L，TG 1.5mmol/L，HDL-C 1.2mmol/L，LDL-C 8.0mmol/L。家族史显示母亲有冠心病，父亲有高血压，兄妹中一个有胆固醇增高。,家族性高胆固醇血症Ⅱa型->症状->角膜弓,0.69,症状
根据患者呈现的症状和体征，包括劳力性心悸、气促、持续高热不退、心尖区全收缩期杂音及舒张中期杂音，还有血液检查白细胞增高和中性粒细胞比例较高等情况，可以诊断患者可能并发了什么疾病？,感染性心内膜炎->可能患有疾病->心脏瓣膜病,0.22,可能患有疾病
某患者出现怕冷、乏力、很少出汗、嗜睡、动作缓慢、思维迟钝、记忆力差、头发脱落和肢体水肿的症状，实验室检查显示血清FT3和FT4降低，TSH升高，TRH兴奋试验强阳性。根据这些临床表现和实验室结果，该患者最可能患有哪种疾病？,原发性甲状腺功能减退症->治疗方法->左甲状腺素替代治疗,0.61,治疗方法
对于一名70岁男性患者，半年来在劳累时出现胸痛和气短，且活动如扫地和平地行走受限。该患者既往有10余年高血压病史，20岁时曾患肺结核。在这种情况下，要进一步检查以评估他的心脏功能，首选的检查方法是什么？,心脏病->症状->胸痛,0.31,症状
对于出现持续发热和口腔溃疡的1岁女患儿，检查发现口腔黏膜充血水肿以及形成透明水泡和溃疡，哪种治疗措施不宜用于此病？,疱疹性口腔炎->传染性->高,0.79,传染性
根据一名9岁女孩的症状，包括干咳1周、咽痛、低热，右下肺呼吸音减弱以及X线显示两下肺呈云雾状浸润影，哪种药物最适合用于该患儿的治疗？,肺炎支原体->并发症->低热,0.65,并发症
根据以下症状：发热有汗不解、口渴不欲多饮、胸闷气粗、入夜烦躁、梦语如谵、恶心呕吐、小溲短赤、舌苔黄腻、脉濡数，该患者的病证类型是什么？,暑湿弥漫三焦->症状->发热有汗不解,0.92,症状
24岁已婚女性患者产后4周出现恶露不断，伴有量多、色淡红、小腹空坠等症状。结合中医辨证治疗原则，应采用哪种汤剂作为首选治疗方？,产后恶露不断->症状->恶露量多、色淡红,0.68,症状
一名45岁的女性患者有心肌缺血病史，最近出现心慌和气短的症状，经心电图检查诊断为阵发性室上性心动过速。根据她的病情，哪种药物是治疗这种情况的最佳选择？,阵发性室上性心动过速->治疗方法->腺苷,0.89,治疗方法
一位三十岁女性患者右前臂伸侧有散在分布的环状结节，直径5mm至3cm，皮损呈淡红色且表面光滑，质地坚韧且界限明确，无明显自觉症状。根据这些特征，患者最可能的诊断是什么？,环状肉芽肿->疾病描述->结节性红斑,0.18,疾病描述
一位38岁男性患者在高温环境工作3天后出现头痛、嗜睡、面色潮红等症状，要明确诊断，进行哪项体格检查最有价值？,中暑->症状->头痛,0.35,症状
根据10岁女孩的症状：胸背部疼痛3天伴随两下肢进行性无力和尿潴留，上肢肌力正常但下肢肌力为0、肌张力低、腱反射消失，病理反射未引出，第5胸椎水平以下深浅感觉消失，膀胱充盈脐下3厘米，临床上如何诊断该病情？,急性横贯性脊髓炎->症状->自律神经障碍、尿潴留,0.72,症状
一位32岁的女性患者，表现为漫肿无头、皮色不变、酸痛无热、口中不渴，舌淡苔白，脉沉细。根据以上症状，应首选使用哪种中药？,桂枝->忌吃->寒凉食物,0.06,忌吃
一名65岁男性患者突发呼吸困难，双肺可闻及哮呜音，既往有哮喘及冠心病史，针对这种情况，哪种药物最适宜用来缓解患者的症状？,氨茶碱->药物->缓解呼吸困难,0.97,常用药品
请描述一名30岁男性右大腿肿块逐渐增大且伴有局部胀痛和压痛的情况下，通过影像学检查可能的诊断是什么？,软组织肿瘤->诊断检查->MRI,0.88,诊断检查
一位38岁的女性患者，10年前患有葡萄胎，现在出现2个月的阴道流血，量时多时少，诊刮病理报告显示滋养细胞增生活跃，未见绒毛结构。根据这些信息，最可能的诊断是什么？,葡萄胎->并发症->绒毛膜癌,0.28,并发症
患者表现为角弓反张状、四肢伸直和肌张力增高，呼之不应，这种状态被称为什么？,去脑强直->治疗方法->镇静药物,0.22,治疗方法
一名28岁男性，烧伤面积为Ⅱ度以上40％，出现休克，最可能是哪种类型的休克？,烧伤->症状->休克,0.82,症状
一名32岁的男性，右颈部肿大1个月，CT扫描显示右侧口咽及鼻咽有均匀密度的软组织肿物，双侧颈部及纵隔有多个边界清楚的肿大淋巴结。根据这些检查结果，最可能的诊断是什么？,颈部肿大->可能患有疾病->淋巴瘤,0.65,可能患有疾病
一名女性患者出现口干、尿少、厌食、恶心、软弱无力等症状，伴随有血红蛋白16 g/L，血钠132 mmol/L，CO2CP为27 mmol/L。结合这些临床表现和血液检验结果，你认为该患者可能出现了什么类型的脱水？,低渗性脱水->诊断检查->血钠低,0.79,诊断检查
对于一名慢性牙周炎患者出现了剧烈阵发性疼痛且夜间无法入眠，在检查发现左侧后牙无龋坏牙，叩痛且有深牙周袋的情况下，为了确诊最主要的还应该进行哪项检查？,牙髓病变->诊断检查->X线检查,0.78,诊断检查
在一名患者接受牙周治疗1周后，右下磨牙颊侧牙龈突然肿起，并被诊断为急性牙周脓肿。请分析此患者脓肿形成的原因，哪个因素不可能导致这种情况？,急性牙周脓肿->疾病描述->系统性疾病,0.18,疾病描述
一名35岁女性患者，主诉头晕、乏力、面色苍白，伴随红细胞数下降和血铁蛋白降低。实验室检查结果显示外周血涂片中红细胞为中央淡染区扩大。为了进一步了解其贫血的原因，应该进行哪项检查？,缺铁性贫血->治疗方法->补充铁剂,0.45,治疗方法
一位32岁的女性在遇到寒冷时，双手顺序出现苍白、青紫和潮红，病程已有3年，逐渐加重且每次发作持续15到30分钟。根据该患者被诊断为雷诺综合征，请描述她在发作时的典型症状是什么？,雷诺综合征->症状->寒冷诱发,0.85,症状
一位50岁的女性，有30余年乙型肝炎病史，2小时前进食烧饼后突然出现呕血约800ml。查体结果显示全身皮肤、黏膜无黄染，无腹水。在这种情况下，若需要进行急诊手术，请问最佳的手术方式是什么？,食管静脉曲张->并发症->急性上消化道出血,0.18,并发症
一位27岁的已婚女性患者，产后恶露35天不止，颜色深红、质地稠粘并有臭味，伴随口燥咽干，舌红，脉虚细而数。根据这些症状，应该选择哪种中药方剂进行治疗？,阴虚内热->治疗方法->调理月经,0.22,治疗方法
